example,post,target,requested_tokens,available_control_tokens,removed_tokens,shortfall_tokens,exact_match,seed
885,5,Harris,3,6,3,0,True,4
886,0,Harris,0,26,0,0,True,4
886,1,Harris,2,8,2,0,True,4
886,2,Harris,2,5,2,0,True,4
886,3,Harris,2,18,2,0,True,4
886,4,Harris,2,9,2,0,True,4
886,5,Harris,2,14,2,0,True,4
887,0,Harris,2,29,2,0,True,4
887,1,Harris,1,62,1,0,True,4
887,2,Harris,0,9,0,0,True,4
887,3,Harris,2,20,2,0,True,4
887,4,Harris,0,7,0,0,True,4
887,5,Harris,0,5,0,0,True,4
887,6,Harris,0,8,0,0,True,4
887,7,Harris,0,3,0,0,True,4
887,8,Harris,0,13,0,0,True,4
888,0,Harris,1,51,1,0,True,4
888,1,Harris,1,5,1,0,True,4
888,2,Harris,2,14,2,0,True,4
888,3,Harris,2,40,2,0,True,4
888,4,Harris,2,29,2,0,True,4
888,5,Harris,0,13,0,0,True,4
889,0,Harris,0,29,0,0,True,4
889,1,Harris,2,25,2,0,True,4
889,2,Harris,1,31,1,0,True,4
889,3,Harris,0,17,0,0,True,4
889,4,Harris,0,37,0,0,True,4
889,5,Harris,0,29,0,0,True,4
889,6,Harris,2,53,2,0,True,4
0,0,Trump,1,1,1,0,True,5
0,1,Trump,1,37,1,0,True,5
0,2,Trump,2,29,2,0,True,5
0,3,Trump,1,8,1,0,True,5
0,4,Trump,2,21,2,0,True,5
0,5,Trump,1,17,1,0,True,5
0,6,Trump,4,53,4,0,True,5
0,7,Trump,0,13,0,0,True,5
1,0,Trump,0,10,0,0,True,5
1,1,Trump,0,8,0,0,True,5
1,2,Trump,1,8,1,0,True,5
1,3,Trump,2,18,2,0,True,5
1,4,Trump,0,10,0,0,True,5
1,5,Trump,1,31,1,0,True,5
1,6,Trump,0,2,0,0,True,5
1,7,Trump,0,16,0,0,True,5
1,8,Trump,0,16,0,0,True,5
2,0,Trump,2,28,2,0,True,5
2,1,Trump,2,30,2,0,True,5
2,2,Trump,2,46,2,0,True,5
2,3,Trump,1,30,1,0,True,5
2,4,Trump,2,51,2,0,True,5
2,5,Trump,0,3,0,0,True,5
2,6,Trump,0,6,0,0,True,5
3,0,Trump,2,34,2,0,True,5
3,1,Trump,1,12,1,0,True,5
3,2,Trump,1,42,1,0,True,5
3,3,Trump,1,6,1,0,True,5
3,4,Trump,1,10,1,0,True,5
3,5,Trump,0,4,0,0,True,5
3,6,Trump,0,22,0,0,True,5
3,7,Trump,0,7,0,0,True,5
3,8,Trump,1,8,1,0,True,5
4,0,Trump,1,4,1,0,True,5
4,1,Trump,0,46,0,0,True,5
4,2,Trump,1,21,1,0,True,5
4,3,Trump,0,10,0,0,True,5
4,4,Trump,2,24,2,0,True,5
4,5,Trump,1,14,1,0,True,5
4,6,Trump,2,13,2,0,True,5
4,7,Trump,1,5,1,0,True,5
5,0,Trump,1,9,1,0,True,5
5,1,Trump,2,16,2,0,True,5
5,2,Trump,1,4,1,0,True,5
5,3,Trump,2,1,1,1,False,5
5,4,Trump,1,14,1,0,True,5
5,5,Trump,1,8,1,0,True,5
6,0,Trump,2,4,2,0,True,5
6,1,Trump,1,10,1,0,True,5
6,2,Trump,3,18,3,0,True,5
6,3,Trump,2,15,2,0,True,5
6,4,Trump,2,16,2,0,True,5
6,5,Trump,2,11,2,0,True,5
6,6,Trump,2,22,2,0,True,5
6,7,Trump,1,19,1,0,True,5
6,8,Trump,2,31,2,0,True,5
7,0,Trump,2,11,2,0,True,5
7,1,Trump,1,17,1,0,True,5
7,2,Trump,1,20,1,0,True,5
7,3,Trump,2,11,2,0,True,5
7,4,Trump,1,5,1,0,True,5
7,5,Trump,0,4,0,0,True,5
7,6,Trump,1,4,1,0,True,5
7,7,Trump,0,2,0,0,True,5
8,0,Trump,1,10,1,0,True,5
8,1,Trump,1,2,1,0,True,5
8,2,Trump,1,6,1,0,True,5
8,3,Trump,0,10,0,0,True,5
8,4,Trump,1,4,1,0,True,5
8,5,Trump,1,9,1,0,True,5
8,6,Trump,1,8,1,0,True,5
8,7,Trump,1,17,1,0,True,5
9,0,Trump,1,8,1,0,True,5
9,1,Trump,1,20,1,0,True,5
9,2,Trump,0,1,0,0,True,5
9,3,Trump,1,7,1,0,True,5
9,4,Trump,1,23,1,0,True,5
9,5,Trump,1,6,1,0,True,5
9,6,Trump,2,26,2,0,True,5
9,7,Trump,0,14,0,0,True,5
10,0,Trump,1,8,1,0,True,5
10,1,Trump,1,0,0,1,False,5
10,2,Trump,1,8,1,0,True,5
10,3,Trump,1,13,1,0,True,5
10,4,Trump,1,13,1,0,True,5
10,5,Trump,1,3,1,0,True,5
10,6,Trump,1,7,1,0,True,5
11,0,Trump,1,32,1,0,True,5
11,1,Trump,0,4,0,0,True,5
11,2,Trump,2,58,2,0,True,5
11,3,Trump,1,8,1,0,True,5
11,4,Trump,0,7,0,0,True,5
11,5,Trump,1,4,1,0,True,5
11,6,Trump,1,20,1,0,True,5
12,0,Trump,1,32,1,0,True,5
12,1,Trump,1,26,1,0,True,5
12,2,Trump,2,6,2,0,True,5
12,3,Trump,1,6,1,0,True,5
12,4,Trump,0,13,0,0,True,5
12,5,Trump,1,12,1,0,True,5
12,6,Trump,0,28,0,0,True,5
12,7,Trump,0,7,0,0,True,5
13,0,Trump,1,32,1,0,True,5
13,1,Trump,1,1,1,0,True,5
13,2,Trump,1,30,1,0,True,5
13,3,Trump,0,4,0,0,True,5
13,4,Trump,0,4,0,0,True,5
13,5,Trump,1,7,1,0,True,5
13,6,Trump,2,6,2,0,True,5
13,7,Trump,0,8,0,0,True,5
14,0,Trump,1,58,1,0,True,5
14,1,Trump,1,12,1,0,True,5
14,2,Trump,1,15,1,0,True,5
14,3,Trump,2,44,2,0,True,5
14,4,Trump,2,52,2,0,True,5
14,5,Trump,2,50,2,0,True,5
14,6,Trump,2,9,2,0,True,5
15,0,Trump,0,3,0,0,True,5
15,1,Trump,0,15,0,0,True,5
15,2,Trump,0,9,0,0,True,5
15,3,Trump,1,7,1,0,True,5
15,4,Trump,0,2,0,0,True,5
15,5,Trump,1,17,1,0,True,5
15,6,Trump,0,4,0,0,True,5
15,7,Trump,2,15,2,0,True,5
16,0,Trump,1,32,1,0,True,5
16,1,Trump,1,7,1,0,True,5
16,2,Trump,1,0,0,1,False,5
16,3,Trump,2,6,2,0,True,5
16,4,Trump,2,17,2,0,True,5
16,5,Trump,2,1,1,1,False,5
16,6,Trump,1,17,1,0,True,5
16,7,Trump,2,15,2,0,True,5
17,0,Trump,2,4,2,0,True,5
17,1,Trump,2,13,2,0,True,5
17,2,Trump,2,6,2,0,True,5
17,3,Trump,1,7,1,0,True,5
17,4,Trump,1,2,1,0,True,5
17,5,Trump,0,0,0,0,True,5
17,6,Trump,0,0,0,0,True,5
18,0,Trump,1,16,1,0,True,5
18,1,Trump,1,11,1,0,True,5
18,2,Trump,1,8,1,0,True,5
18,3,Trump,4,34,4,0,True,5
18,4,Trump,2,20,2,0,True,5
18,5,Trump,14,23,14,0,True,5
19,0,Trump,0,5,0,0,True,5
19,1,Trump,1,1,1,0,True,5
19,2,Trump,0,5,0,0,True,5
19,3,Trump,1,6,1,0,True,5
19,4,Trump,0,5,0,0,True,5
19,5,Trump,1,17,1,0,True,5
19,6,Trump,1,6,1,0,True,5
19,7,Trump,2,7,2,0,True,5
20,0,Trump,0,25,0,0,True,5
20,1,Trump,1,54,1,0,True,5
20,2,Trump,1,16,1,0,True,5
20,3,Trump,0,43,0,0,True,5
20,4,Trump,1,21,1,0,True,5
20,5,Trump,1,56,1,0,True,5
20,6,Trump,1,13,1,0,True,5
20,7,Trump,2,20,2,0,True,5
21,0,Trump,1,4,1,0,True,5
21,1,Trump,0,28,0,0,True,5
21,2,Trump,3,12,3,0,True,5
21,3,Trump,1,2,1,0,True,5
21,4,Trump,1,23,1,0,True,5
21,5,Trump,1,8,1,0,True,5
21,6,Trump,1,18,1,0,True,5
22,0,Trump,3,50,3,0,True,5
22,1,Trump,1,9,1,0,True,5
22,2,Trump,1,11,1,0,True,5
22,3,Trump,1,13,1,0,True,5
22,4,Trump,2,11,2,0,True,5
22,5,Trump,1,30,1,0,True,5
22,6,Trump,0,3,0,0,True,5
22,7,Trump,0,12,0,0,True,5
23,0,Trump,0,21,0,0,True,5
23,1,Trump,2,13,2,0,True,5
23,2,Trump,0,21,0,0,True,5
23,3,Trump,0,25,0,0,True,5
23,4,Trump,1,0,0,1,False,5
23,5,Trump,1,7,1,0,True,5
23,6,Trump,1,20,1,0,True,5
24,0,Trump,1,8,1,0,True,5
24,1,Trump,1,9,1,0,True,5
24,2,Trump,1,8,1,0,True,5
24,3,Trump,2,23,2,0,True,5
24,4,Trump,3,29,3,0,True,5
24,5,Trump,1,11,1,0,True,5
25,0,Trump,0,13,0,0,True,5
25,1,Trump,1,5,1,0,True,5
25,2,Trump,1,10,1,0,True,5
25,3,Trump,1,4,1,0,True,5
25,4,Trump,1,17,1,0,True,5
25,5,Trump,1,6,1,0,True,5
25,6,Trump,1,26,1,0,True,5
25,7,Trump,0,3,0,0,True,5
26,0,Trump,0,9,0,0,True,5
26,1,Trump,2,17,2,0,True,5
26,2,Trump,2,7,2,0,True,5
26,3,Trump,2,5,2,0,True,5
26,4,Trump,1,16,1,0,True,5
26,5,Trump,0,9,0,0,True,5
26,6,Trump,1,8,1,0,True,5
27,0,Trump,1,31,1,0,True,5
27,1,Trump,1,9,1,0,True,5
27,2,Trump,1,18,1,0,True,5
27,3,Trump,0,15,0,0,True,5
27,4,Trump,1,5,1,0,True,5
27,5,Trump,1,36,1,0,True,5
27,6,Trump,4,24,4,0,True,5
28,0,Trump,0,25,0,0,True,5
28,1,Trump,1,1,1,0,True,5
28,2,Trump,1,4,1,0,True,5
28,3,Trump,1,2,1,0,True,5
28,4,Trump,1,9,1,0,True,5
28,5,Trump,0,6,0,0,True,5
28,6,Trump,1,15,1,0,True,5
29,0,Trump,2,14,2,0,True,5
29,1,Trump,1,1,1,0,True,5
29,2,Trump,1,6,1,0,True,5
29,3,Trump,2,3,2,0,True,5
29,4,Trump,1,16,1,0,True,5
29,5,Trump,1,20,1,0,True,5
30,0,Trump,0,9,0,0,True,5
30,1,Trump,1,31,1,0,True,5
30,2,Trump,1,2,1,0,True,5
30,3,Trump,1,6,1,0,True,5
30,4,Trump,1,9,1,0,True,5
30,5,Trump,0,0,0,0,True,5
30,6,Trump,1,6,1,0,True,5
31,0,Trump,1,0,0,1,False,5
31,1,Trump,1,0,0,1,False,5
31,2,Trump,1,8,1,0,True,5
31,3,Trump,1,13,1,0,True,5
31,4,Trump,2,11,2,0,True,5
31,5,Trump,2,14,2,0,True,5
31,6,Trump,1,5,1,0,True,5
31,7,Trump,2,17,2,0,True,5
32,0,Trump,1,14,1,0,True,5
32,1,Trump,1,19,1,0,True,5
32,2,Trump,0,17,0,0,True,5
32,3,Trump,0,4,0,0,True,5
32,4,Trump,2,11,2,0,True,5
32,5,Trump,1,9,1,0,True,5
32,6,Trump,2,50,2,0,True,5
33,0,Trump,3,19,3,0,True,5
33,1,Trump,2,20,2,0,True,5
33,2,Trump,1,17,1,0,True,5
33,3,Trump,1,6,1,0,True,5
33,4,Trump,0,12,0,0,True,5
33,5,Trump,2,23,2,0,True,5
34,0,Trump,0,25,0,0,True,5
34,1,Trump,0,15,0,0,True,5
34,2,Trump,1,7,1,0,True,5
34,3,Trump,0,10,0,0,True,5
34,4,Trump,1,6,1,0,True,5
34,5,Trump,0,1,0,0,True,5
34,6,Trump,0,11,0,0,True,5
34,7,Trump,0,9,0,0,True,5
34,8,Trump,0,17,0,0,True,5
35,0,Trump,1,2,1,0,True,5
35,1,Trump,0,8,0,0,True,5
35,2,Trump,2,46,2,0,True,5
35,3,Trump,1,12,1,0,True,5
35,4,Trump,1,8,1,0,True,5
35,5,Trump,2,2,2,0,True,5
35,6,Trump,3,18,3,0,True,5
35,7,Trump,0,0,0,0,True,5
36,0,Trump,2,48,2,0,True,5
36,1,Trump,3,30,3,0,True,5
36,2,Trump,2,42,2,0,True,5
36,3,Trump,2,32,2,0,True,5
36,4,Trump,0,35,0,0,True,5
36,5,Trump,0,54,0,0,True,5
36,6,Trump,0,13,0,0,True,5
36,7,Trump,0,15,0,0,True,5
37,0,Trump,2,26,2,0,True,5
37,1,Trump,1,24,1,0,True,5
37,2,Trump,0,7,0,0,True,5
37,3,Trump,1,21,1,0,True,5
37,4,Trump,0,19,0,0,True,5
37,5,Trump,2,41,2,0,True,5
38,0,Trump,1,0,0,1,False,5
38,1,Trump,1,6,1,0,True,5
38,2,Trump,1,2,1,0,True,5
38,3,Trump,1,6,1,0,True,5
38,4,Trump,1,7,1,0,True,5
38,5,Trump,1,5,1,0,True,5
39,0,Trump,2,47,2,0,True,5
39,1,Trump,0,23,0,0,True,5
39,2,Trump,4,16,4,0,True,5
39,3,Trump,1,11,1,0,True,5
39,4,Trump,0,11,0,0,True,5
39,5,Trump,0,10,0,0,True,5
39,6,Trump,0,1,0,0,True,5
39,7,Trump,2,35,2,0,True,5
40,0,Trump,1,10,1,0,True,5
40,1,Trump,1,4,1,0,True,5
40,2,Trump,1,3,1,0,True,5
40,3,Trump,1,9,1,0,True,5
40,4,Trump,2,11,2,0,True,5
40,5,Trump,0,3,0,0,True,5
40,6,Trump,2,13,2,0,True,5
40,7,Trump,0,16,0,0,True,5
41,0,Trump,0,7,0,0,True,5
41,1,Trump,1,32,1,0,True,5
41,2,Trump,0,18,0,0,True,5
41,3,Trump,1,2,1,0,True,5
41,4,Trump,1,2,1,0,True,5
41,5,Trump,0,10,0,0,True,5
41,6,Trump,3,19,3,0,True,5
41,7,Trump,0,3,0,0,True,5
42,0,Trump,0,31,0,0,True,5
42,1,Trump,1,0,0,1,False,5
42,2,Trump,1,17,1,0,True,5
42,3,Trump,0,1,0,0,True,5
42,4,Trump,1,11,1,0,True,5
42,5,Trump,1,38,1,0,True,5
43,0,Trump,1,13,1,0,True,5
43,1,Trump,1,14,1,0,True,5
43,2,Trump,1,6,1,0,True,5
43,3,Trump,1,4,1,0,True,5
43,4,Trump,1,50,1,0,True,5
43,5,Trump,1,8,1,0,True,5
43,6,Trump,2,12,2,0,True,5
43,7,Trump,2,21,2,0,True,5
44,0,Trump,0,9,0,0,True,5
44,1,Trump,0,10,0,0,True,5
44,2,Trump,0,5,0,0,True,5
44,3,Trump,2,22,2,0,True,5
44,4,Trump,0,5,0,0,True,5
44,5,Trump,1,20,1,0,True,5
45,0,Trump,1,15,1,0,True,5
45,1,Trump,0,15,0,0,True,5
45,2,Trump,1,9,1,0,True,5
45,3,Trump,1,6,1,0,True,5
45,4,Trump,0,13,0,0,True,5
45,5,Trump,1,33,1,0,True,5
46,0,Trump,4,16,4,0,True,5
46,1,Trump,2,14,2,0,True,5
46,2,Trump,1,30,1,0,True,5
46,3,Trump,0,8,0,0,True,5
46,4,Trump,1,36,1,0,True,5
46,5,Trump,1,9,1,0,True,5
46,6,Trump,0,15,0,0,True,5
46,7,Trump,1,21,1,0,True,5
46,8,Trump,1,47,1,0,True,5
47,0,Trump,2,7,2,0,True,5
47,1,Trump,0,5,0,0,True,5
47,2,Trump,0,2,0,0,True,5
47,3,Trump,1,37,1,0,True,5
47,4,Trump,2,13,2,0,True,5
47,5,Trump,1,6,1,0,True,5
47,6,Trump,0,27,0,0,True,5
47,7,Trump,2,12,2,0,True,5
47,8,Trump,1,22,1,0,True,5
48,0,Trump,1,20,1,0,True,5
48,1,Trump,1,4,1,0,True,5
48,2,Trump,1,47,1,0,True,5
48,3,Trump,0,27,0,0,True,5
48,4,Trump,0,8,0,0,True,5
48,5,Trump,1,22,1,0,True,5
48,6,Trump,2,55,2,0,True,5
49,0,Trump,1,24,1,0,True,5
49,1,Trump,1,0,0,1,False,5
49,2,Trump,1,7,1,0,True,5
49,3,Trump,1,0,0,1,False,5
49,4,Trump,1,6,1,0,True,5
49,5,Trump,0,9,0,0,True,5
49,6,Trump,1,30,1,0,True,5
50,0,Trump,6,34,6,0,True,5
50,1,Trump,4,2,2,2,False,5
50,2,Trump,7,3,3,4,False,5
50,3,Trump,2,1,1,1,False,5
50,4,Trump,1,0,0,1,False,5
50,5,Trump,4,2,2,2,False,5
51,0,Trump,1,0,0,1,False,5
51,1,Trump,1,4,1,0,True,5
51,2,Trump,1,4,1,0,True,5
51,3,Trump,1,16,1,0,True,5
51,4,Trump,1,6,1,0,True,5
51,5,Trump,2,11,2,0,True,5
52,0,Trump,1,1,1,0,True,5
52,1,Trump,0,7,0,0,True,5
52,2,Trump,0,32,0,0,True,5
52,3,Trump,0,22,0,0,True,5
52,4,Trump,1,26,1,0,True,5
52,5,Trump,1,19,1,0,True,5
52,6,Trump,0,12,0,0,True,5
53,0,Trump,1,3,1,0,True,5
53,1,Trump,1,22,1,0,True,5
53,2,Trump,1,45,1,0,True,5
53,3,Trump,1,6,1,0,True,5
53,4,Trump,1,19,1,0,True,5
53,5,Trump,0,6,0,0,True,5
53,6,Trump,0,2,0,0,True,5
53,7,Trump,1,17,1,0,True,5
54,0,Trump,1,19,1,0,True,5
54,1,Trump,2,58,2,0,True,5
54,2,Trump,2,21,2,0,True,5
54,3,Trump,1,5,1,0,True,5
54,4,Trump,1,7,1,0,True,5
54,5,Trump,3,42,3,0,True,5
54,6,Trump,1,31,1,0,True,5
54,7,Trump,1,5,1,0,True,5
54,8,Trump,0,15,0,0,True,5
55,0,Trump,0,16,0,0,True,5
55,1,Trump,0,3,0,0,True,5
55,2,Trump,3,35,3,0,True,5
55,3,Trump,2,11,2,0,True,5
55,4,Trump,0,6,0,0,True,5
55,5,Trump,2,50,2,0,True,5
55,6,Trump,0,2,0,0,True,5
55,7,Trump,0,3,0,0,True,5
55,8,Trump,0,6,0,0,True,5
56,0,Trump,1,25,1,0,True,5
56,1,Trump,1,36,1,0,True,5
56,2,Trump,1,13,1,0,True,5
56,3,Trump,1,42,1,0,True,5
56,4,Trump,1,3,1,0,True,5
56,5,Trump,0,2,0,0,True,5
56,6,Trump,0,37,0,0,True,5
56,7,Trump,1,8,1,0,True,5
57,0,Trump,1,8,1,0,True,5
57,1,Trump,3,11,3,0,True,5
57,2,Trump,0,2,0,0,True,5
57,3,Trump,2,11,2,0,True,5
57,4,Trump,0,9,0,0,True,5
57,5,Trump,1,10,1,0,True,5
57,6,Trump,0,19,0,0,True,5
57,7,Trump,0,6,0,0,True,5
58,0,Trump,0,12,0,0,True,5
58,1,Trump,0,4,0,0,True,5
58,2,Trump,1,6,1,0,True,5
58,3,Trump,1,38,1,0,True,5
58,4,Trump,1,17,1,0,True,5
58,5,Trump,1,14,1,0,True,5
58,6,Trump,0,15,0,0,True,5
59,0,Trump,2,23,2,0,True,5
59,1,Trump,1,17,1,0,True,5
59,2,Trump,1,1,1,0,True,5
59,3,Trump,1,40,1,0,True,5
59,4,Trump,1,24,1,0,True,5
60,0,Trump,1,4,1,0,True,5
60,1,Trump,1,12,1,0,True,5
60,2,Trump,0,22,0,0,True,5
60,3,Trump,0,4,0,0,True,5
60,4,Trump,1,13,1,0,True,5
60,5,Trump,2,11,2,0,True,5
60,6,Trump,0,10,0,0,True,5
61,0,Trump,2,6,2,0,True,5
61,1,Trump,1,11,1,0,True,5
61,2,Trump,0,6,0,0,True,5
61,3,Trump,1,21,1,0,True,5
61,4,Trump,2,52,2,0,True,5
61,5,Trump,0,7,0,0,True,5
61,6,Trump,1,45,1,0,True,5
61,7,Trump,0,3,0,0,True,5
62,0,Trump,2,15,2,0,True,5
62,1,Trump,2,34,2,0,True,5
62,2,Trump,1,5,1,0,True,5
62,3,Trump,1,4,1,0,True,5
62,4,Trump,2,26,2,0,True,5
62,5,Trump,2,23,2,0,True,5
62,6,Trump,1,3,1,0,True,5
62,7,Trump,1,5,1,0,True,5
62,8,Trump,2,0,0,2,False,5
63,0,Trump,1,4,1,0,True,5
63,1,Trump,1,6,1,0,True,5
63,2,Trump,2,11,2,0,True,5
63,3,Trump,1,9,1,0,True,5
63,4,Trump,1,15,1,0,True,5
63,5,Trump,1,7,1,0,True,5
63,6,Trump,2,7,2,0,True,5
63,7,Trump,2,16,2,0,True,5
63,8,Trump,1,4,1,0,True,5
63,9,Trump,1,12,1,0,True,5
64,0,Trump,1,0,0,1,False,5
64,1,Trump,1,16,1,0,True,5
64,2,Trump,0,3,0,0,True,5
64,3,Trump,1,4,1,0,True,5
64,4,Trump,1,40,1,0,True,5
64,5,Trump,1,9,1,0,True,5
64,6,Trump,2,5,2,0,True,5
65,0,Trump,1,6,1,0,True,5
65,1,Trump,1,14,1,0,True,5
65,2,Trump,1,13,1,0,True,5
65,3,Trump,1,22,1,0,True,5
65,4,Trump,1,1,1,0,True,5
65,5,Trump,1,13,1,0,True,5
65,6,Trump,1,3,1,0,True,5
66,0,Trump,0,46,0,0,True,5
66,1,Trump,0,12,0,0,True,5
66,2,Trump,2,6,2,0,True,5
66,3,Trump,0,13,0,0,True,5
66,4,Trump,1,48,1,0,True,5
66,5,Trump,1,14,1,0,True,5
66,6,Trump,0,15,0,0,True,5
66,7,Trump,0,29,0,0,True,5
67,0,Trump,1,46,1,0,True,5
67,1,Trump,2,11,2,0,True,5
67,2,Trump,1,13,1,0,True,5
67,3,Trump,1,14,1,0,True,5
67,4,Trump,1,21,1,0,True,5
67,5,Trump,0,30,0,0,True,5
67,6,Trump,0,20,0,0,True,5
68,0,Trump,1,3,1,0,True,5
68,1,Trump,0,5,0,0,True,5
68,2,Trump,1,17,1,0,True,5
68,3,Trump,2,10,2,0,True,5
68,4,Trump,1,44,1,0,True,5
68,5,Trump,1,8,1,0,True,5
68,6,Trump,2,11,2,0,True,5
68,7,Trump,2,11,2,0,True,5
69,0,Trump,1,0,0,1,False,5
69,1,Trump,0,5,0,0,True,5
69,2,Trump,1,57,1,0,True,5
69,3,Trump,1,4,1,0,True,5
69,4,Trump,1,3,1,0,True,5
69,5,Trump,1,3,1,0,True,5
69,6,Trump,0,4,0,0,True,5
70,0,Trump,0,21,0,0,True,5
70,1,Trump,3,48,3,0,True,5
70,2,Trump,1,50,1,0,True,5
70,3,Trump,0,14,0,0,True,5
70,4,Trump,1,24,1,0,True,5
70,5,Trump,0,21,0,0,True,5
70,6,Trump,2,38,2,0,True,5
70,7,Trump,3,48,3,0,True,5
70,8,Trump,1,36,1,0,True,5
71,0,Trump,0,4,0,0,True,5
71,1,Trump,0,22,0,0,True,5
71,2,Trump,0,13,0,0,True,5
71,3,Trump,0,11,0,0,True,5
71,4,Trump,2,5,2,0,True,5
71,5,Trump,1,12,1,0,True,5
71,6,Trump,1,13,1,0,True,5
71,7,Trump,1,8,1,0,True,5
72,0,Trump,2,64,2,0,True,5
72,1,Trump,1,5,1,0,True,5
72,2,Trump,1,8,1,0,True,5
72,3,Trump,1,22,1,0,True,5
72,4,Trump,1,3,1,0,True,5
72,5,Trump,0,1,0,0,True,5
72,6,Trump,0,2,0,0,True,5
72,7,Trump,0,0,0,0,True,5
73,0,Trump,1,8,1,0,True,5
73,1,Trump,0,5,0,0,True,5
73,2,Trump,1,8,1,0,True,5
73,3,Trump,1,21,1,0,True,5
73,4,Trump,2,42,2,0,True,5
73,5,Trump,1,17,1,0,True,5
73,6,Trump,1,16,1,0,True,5
74,0,Trump,0,4,0,0,True,5
74,1,Trump,0,4,0,0,True,5
74,2,Trump,1,6,1,0,True,5
74,3,Trump,1,0,0,1,False,5
74,4,Trump,1,3,1,0,True,5
74,5,Trump,0,9,0,0,True,5
74,6,Trump,1,10,1,0,True,5
74,7,Trump,0,5,0,0,True,5
75,0,Trump,1,15,1,0,True,5
75,1,Trump,1,11,1,0,True,5
75,2,Trump,1,12,1,0,True,5
75,3,Trump,0,35,0,0,True,5
75,4,Trump,0,8,0,0,True,5
75,5,Trump,1,46,1,0,True,5
75,6,Trump,1,26,1,0,True,5
76,0,Trump,1,17,1,0,True,5
76,1,Trump,1,22,1,0,True,5
76,2,Trump,0,26,0,0,True,5
76,3,Trump,1,6,1,0,True,5
76,4,Trump,0,4,0,0,True,5
76,5,Trump,4,7,4,0,True,5
76,6,Trump,1,18,1,0,True,5
76,7,Trump,0,9,0,0,True,5
76,8,Trump,0,0,0,0,True,5
77,0,Trump,2,11,2,0,True,5
77,1,Trump,1,24,1,0,True,5
77,2,Trump,1,3,1,0,True,5
77,3,Trump,0,6,0,0,True,5
77,4,Trump,1,6,1,0,True,5
77,5,Trump,1,22,1,0,True,5
77,6,Trump,1,14,1,0,True,5
77,7,Trump,0,11,0,0,True,5
78,0,Trump,2,30,2,0,True,5
78,1,Trump,1,8,1,0,True,5
78,2,Trump,2,6,2,0,True,5
78,3,Trump,0,12,0,0,True,5
78,4,Trump,2,46,2,0,True,5
78,5,Trump,1,43,1,0,True,5
79,0,Trump,1,22,1,0,True,5
79,1,Trump,1,15,1,0,True,5
79,2,Trump,0,29,0,0,True,5
79,3,Trump,0,3,0,0,True,5
79,4,Trump,1,12,1,0,True,5
79,5,Trump,0,8,0,0,True,5
79,6,Trump,0,16,0,0,True,5
80,0,Trump,1,6,1,0,True,5
80,1,Trump,1,8,1,0,True,5
80,2,Trump,0,2,0,0,True,5
80,3,Trump,2,11,2,0,True,5
80,4,Trump,0,7,0,0,True,5
80,5,Trump,1,3,1,0,True,5
80,6,Trump,1,13,1,0,True,5
81,0,Trump,0,38,0,0,True,5
81,1,Trump,1,16,1,0,True,5
81,2,Trump,4,47,4,0,True,5
81,3,Trump,2,16,2,0,True,5
81,4,Trump,0,10,0,0,True,5
81,5,Trump,3,17,3,0,True,5
81,6,Trump,1,35,1,0,True,5
81,7,Trump,0,18,0,0,True,5
82,0,Trump,0,8,0,0,True,5
82,1,Trump,1,8,1,0,True,5
82,2,Trump,0,1,0,0,True,5
82,3,Trump,2,54,2,0,True,5
82,4,Trump,1,12,1,0,True,5
82,5,Trump,1,17,1,0,True,5
82,6,Trump,1,10,1,0,True,5
82,7,Trump,0,7,0,0,True,5
83,0,Trump,1,45,1,0,True,5
83,1,Trump,2,19,2,0,True,5
83,2,Trump,1,27,1,0,True,5
83,3,Trump,1,16,1,0,True,5
83,4,Trump,1,14,1,0,True,5
83,5,Trump,0,48,0,0,True,5
83,6,Trump,0,10,0,0,True,5
84,0,Trump,0,4,0,0,True,5
84,1,Trump,0,46,0,0,True,5
84,2,Trump,1,1,1,0,True,5
84,3,Trump,0,5,0,0,True,5
84,4,Trump,2,13,2,0,True,5
84,5,Trump,1,17,1,0,True,5
84,6,Trump,1,9,1,0,True,5
84,7,Trump,1,9,1,0,True,5
84,8,Trump,0,28,0,0,True,5
85,0,Trump,1,7,1,0,True,5
85,1,Trump,1,14,1,0,True,5
85,2,Trump,1,23,1,0,True,5
85,3,Trump,1,4,1,0,True,5
85,4,Trump,1,12,1,0,True,5
85,5,Trump,1,20,1,0,True,5
85,6,Trump,1,13,1,0,True,5
85,7,Trump,1,43,1,0,True,5
86,0,Trump,1,15,1,0,True,5
86,1,Trump,0,4,0,0,True,5
86,2,Trump,1,17,1,0,True,5
86,3,Trump,2,11,2,0,True,5
86,4,Trump,2,5,2,0,True,5
86,5,Trump,0,3,0,0,True,5
86,6,Trump,1,18,1,0,True,5
87,0,Trump,1,13,1,0,True,5
87,1,Trump,1,4,1,0,True,5
87,2,Trump,2,11,2,0,True,5
87,3,Trump,2,35,2,0,True,5
87,4,Trump,1,43,1,0,True,5
87,5,Trump,1,43,1,0,True,5
88,0,Trump,0,23,0,0,True,5
88,1,Trump,0,34,0,0,True,5
88,2,Trump,3,24,3,0,True,5
88,3,Trump,2,13,2,0,True,5
88,4,Trump,1,49,1,0,True,5
88,5,Trump,1,21,1,0,True,5
88,6,Trump,2,41,2,0,True,5
89,0,Trump,1,54,1,0,True,5
